"Date (UTC)","Timestamp (UTC)","No announcement by December 31","Kevin Warsh","Kevin Hassett","Chris Waller","Scott Bessent","Michelle Bowman","Arthur Laffer","Larry Kudlow","Judy Shelton","Ron Paul","Howard Lutnick","Chamath Palihapitiya","Elon Musk","Roger W. Ferguson Jr."
"08-27-2025 00:00","1756252812","","","","0.2685","","","","","","","","","",""
"08-27-2025 00:00","1756252813","","","","","","","","","","","","","","0.002"
"08-28-2025 00:00","1756339202","","","","0.2685","","0.0125","","","","","","","",""
"08-28-2025 00:00","1756339204","","","0.1005","","","","","","","","","","",""
"08-28-2025 00:00","1756339206","","","","","","","0.001","","","","","","",""
"08-28-2025 00:00","1756339207","","","","","","","","","","0.0005","","","",""
"08-28-2025 00:00","1756339208","","","","","","","","0.001","","","","","",""
"08-28-2025 00:00","1756339209","","0.093","","","","","","","","","","","0.0005","0.002"
"08-28-2025 00:00","1756339210","0.36","","","","0.0055","","","","0.009","","0.0025","0.0005","",""
"08-29-2025 00:00","1756425602","","","","","","","0.001","","","","","","",""
"08-29-2025 00:00","1756425604","","","0.102","","","0.013","","","","","","","",""
"08-29-2025 00:00","1756425605","0.365","0.095","","","0.0085","","","0.001","","","","","","0.002"
"08-29-2025 00:00","1756425606","","","","","","","","","","","0.0015","","",""
"08-29-2025 00:00","1756425608","","","","0.2755","","","","","","0.0025","","","",""
"08-29-2025 00:00","1756425610","","","","","","","","","","","","0.0005","",""
"08-29-2025 00:00","1756425616","","","","","","","","","","","","","0.0005",""
"08-29-2025 00:00","1756425617","","","","","","","","","0.01","","","","",""
"08-30-2025 00:00","1756512002","","","","0.2725","","","","","","","","","",""
"08-30-2025 00:00","1756512005","","","","","","","","0.0005","","0.001","","","0.0015",""
"08-30-2025 00:00","1756512006","","0.092","","","0.009","","","","","","","","",""
"08-30-2025 00:00","1756512007","","","","","","","","","","","0.001","","",""
"08-30-2025 00:00","1756512008","0.365","","0.098","","","","","","","","","","",""
"08-30-2025 00:00","1756512009","","","","","","","0.001","","","","","","",""
"08-30-2025 00:00","1756512011","","","","","","","","","0.0115","","","","",""
"08-30-2025 00:00","1756512012","","","","","","0.015","","","","","","0.0005","","0.001"
"08-31-2025 00:00","1756598406","","","","","","","","0.0005","","","","","","0.001"
"08-31-2025 00:00","1756598407","","","","","","0.0105","","","","0.001","","","",""
"08-31-2025 00:00","1756598410","","","","","","","","","","","","","0.001",""
"08-31-2025 00:00","1756598411","","","","0.2735","","","","","","","","","",""
"08-31-2025 00:00","1756598412","","","","","0.0085","","","","","","","","",""
"08-31-2025 00:00","1756598414","","","","","","","","","","","","0.0005","",""
"08-31-2025 00:00","1756598415","","0.096","","","","","","","0.0115","","","","",""
"08-31-2025 00:00","1756598416","","","","","","","0.001","","","","","","",""
"08-31-2025 00:00","1756598417","0.37","","","","","","","","","","0.0015","","",""
"08-31-2025 00:00","1756598418","","","0.1025","","","","","","","","","","",""
"09-01-2025 00:00","1756684802","","","","","","","0.001","","","","","","0.001",""
"09-01-2025 00:00","1756684804","0.375","","","","","","","0.0005","","","0.0015","","",""
"09-01-2025 00:00","1756684805","","","","0.2735","","","","","","","","","",""
"09-01-2025 00:00","1756684806","","","","","","","","","","","","0.0005","",""
"09-01-2025 00:00","1756684807","","","","","","","","","0.0115","","","","",""
"09-01-2025 00:00","1756684810","","","0.1065","","","","","","","","","","","0.001"
"09-01-2025 00:00","1756684811","","","","","0.0095","","","","","0.001","","","",""
"09-01-2025 00:00","1756684812","","","","","","0.0105","","","","","","","",""
"09-01-2025 00:00","1756684813","","0.099","","","","","","","","","","","",""
"09-02-2025 00:00","1756771203","","","","","","","","","0.012","","","","",""
"09-02-2025 00:00","1756771206","","","","","","","","","","","","","0.001",""
"09-02-2025 00:00","1756771207","","","","","","0.0105","","","","","","","",""
"09-02-2025 00:00","1756771208","","","","","","","","","","","","0.0005","",""
"09-02-2025 00:00","1756771209","","","","","0.0105","","","","","0.001","","","",""
"09-02-2025 00:00","1756771212","","","","","","","","","","","0.0015","","",""
"09-02-2025 00:00","1756771213","0.37","","","","","","","0.0005","","","","","","0.001"
"09-02-2025 00:00","1756771214","","","","0.2735","","","","","","","","","",""
"09-02-2025 00:00","1756771217","","0.097","","","","","0.001","","","","","","",""
"09-02-2025 00:00","1756771218","","","0.106","","","","","","","","","","",""
"09-03-2025 00:00","1756857602","","","","","","","","","0.011","","","","",""
"09-03-2025 00:00","1756857604","0.37","","","","","","","","","","","","",""
"09-03-2025 00:00","1756857606","","0.098","","","","","","0.0005","","","","0.0005","",""
"09-03-2025 00:00","1756857607","","","","","","","","","","","","","0.001",""
"09-03-2025 00:00","1756857608","","","","0.297","0.0095","","0.001","","","","","","",""
"09-03-2025 00:00","1756857609","","","","","","","","","","","0.0015","","",""
"09-03-2025 00:00","1756857612","","","","","","","","","","","","","","0.001"
"09-03-2025 00:00","1756857613","","","","","","0.022","","","","","","","",""
"09-03-2025 00:00","1756857614","","","0.108","","","","","","","0.001","","","",""
"09-04-2025 00:00","1756944003","","","","","","","","","","","0.0015","","",""
"09-04-2025 00:00","1756944004","","","","","","","","","","","","","","0.001"
"09-04-2025 00:00","1756944006","","","","","","","0.001","0.0005","","","","","",""
"09-04-2025 00:00","1756944007","","","","","","","","","","","","0.0005","",""
"09-04-2025 00:00","1756944009","","","","","","0.019","","","","","","","",""
"09-04-2025 00:00","1756944011","","","","","","","","","0.0105","","","","",""
"09-04-2025 00:00","1756944012","","","","0.2955","","","","","","","","","",""
"09-04-2025 00:00","1756944013","","","0.1085","","","","","","","","","","0.0005",""
"09-04-2025 00:00","1756944014","","","","","0.0105","","","","","0.001","","","",""
"09-04-2025 00:00","1756944015","0.375","0.091","","","","","","","","","","","",""
"09-05-2025 00:00","1757030404","","0.0975","","0.2975","","","","","","","","","",""
"09-05-2025 00:00","1757030405","0.4","","","","","","","","0.0095","","","","",""
"09-05-2025 00:00","1757030406","","","","","","","","0.0005","","","","","",""
"09-05-2025 00:00","1757030408","","","","","","","","","","","0.0015","","",""
"09-05-2025 00:00","1757030410","","","","","0.0105","","0.001","","","","","","0.0005",""
"09-05-2025 00:00","1757030411","","","","","","0.017","","","","","","","",""
"09-05-2025 00:00","1757030412","","","0.1145","","","","","","","","","","","0.0015"
"09-05-2025 00:00","1757030413","","","","","","","","","","0.001","","0.0005","",""
"09-06-2025 00:00","1757116802","","","","","","","","","","","","","0.0005",""
"09-06-2025 00:00","1757116806","","","","","","","","0.0005","0.0095","","","","",""
"09-06-2025 00:00","1757116809","","","0.175","","","","","","","","","","",""
"09-06-2025 00:00","1757116810","0.375","","","0.2845","","","","","","","","","",""
"09-06-2025 00:00","1757116813","","","","","","0.011","","","","0.0005","","","","0.0015"
"09-06-2025 00:00","1757116817","","","","","","","0.0005","","","","","","",""
"09-06-2025 00:00","1757116818","","","","","0.0075","","","","","","","","",""
"09-06-2025 00:00","1757116820","","","","","","","","","","","0.0015","0.0005","",""
"09-06-2025 00:00","1757116821","","0.1255","","","","","","","","","","","",""
"09-07-2025 00:00","1757203203","","","","","","","","","0.0095","","","","",""
"09-07-2025 00:00","1757203205","","","","","","","","","","","","","0.0005",""
"09-07-2025 00:00","1757203208","","","","","","","","","","","","","","0.0015"
"09-07-2025 00:00","1757203209","0.395","","","","","0.0065","","","","","","","",""
"09-07-2025 00:00","1757203210","","0.109","","0.2755","","","","","","","","0.0005","",""
"09-07-2025 00:00","1757203211","","","","","","","0.0005","","","","0.001","","",""
"09-07-2025 00:00","1757203212","","","0.1555","","","","","","","","","","",""
"09-07-2025 00:00","1757203213","","","","","","","","0.0005","","","","","",""
"09-07-2025 00:00","1757203214","","","","","0.008","","","","","0.0005","","","",""
"09-08-2025 00:00","1757289604","","","","0.276","","","","","","","","","",""
"09-08-2025 00:00","1757289606","","","","","","","","","","","","","0.0005",""
"09-08-2025 00:00","1757289608","","","","","","","","","","","","0.0005","",""
"09-08-2025 00:00","1757289609","","","","","","0.003","","","0.0095","","","","",""
"09-08-2025 00:00","1757289613","","","0.1665","","","","","","","","","","",""
"09-08-2025 00:00","1757289615","","","","","","","","","","","0.001","","",""
"09-08-2025 00:00","1757289616","","0.116","","","0.008","","","","","","","","",""
"09-08-2025 00:00","1757289617","","","","","","","0.0005","","","","","","",""
"09-08-2025 00:00","1757289619","","","","","","","","","","","","","","0.0015"
"09-08-2025 00:00","1757289620","0.395","","","","","","","","","0.0005","","","",""
"09-08-2025 00:00","1757289621","","","","","","","","0.0005","","","","","",""
"09-09-2025 00:00","1757376003","","","","","","","","","","","0.001","","",""
"09-09-2025 00:00","1757376008","","","","0.277","0.008","","","","","","","","",""
"09-09-2025 00:00","1757376009","","","","","","","","","","","","","","0.0015"
"09-09-2025 00:00","1757376011","","","","","","","","","","","","","0.0005",""
"09-09-2025 00:00","1757376012","0.4","0.116","","","","","","","","","","","",""
"09-09-2025 00:00","1757376013","","","","","","","","","0.0085","","","","",""
"09-09-2025 00:00","1757376015","","","","","","","","0.0005","","0.0005","","","",""
"09-09-2025 00:00","1757376016","","","","","","0.0035","0.0005","","","","","0.0005","",""
"09-09-2025 00:00","1757376017","","","0.165","","","","","","","","","","",""
"09-10-2025 00:00","1757462403","","0.113","","","","","","","","","","","",""
"09-10-2025 00:00","1757462404","","","","","","","","","","","","0.002","","0.0015"
"09-10-2025 00:00","1757462405","","","","0.275","","","","","","","","","",""
"09-10-2025 00:00","1757462406","","","","","","","0.0005","0.0005","","","","","",""
"09-10-2025 00:00","1757462407","","","","","","","","","","","0.001","","",""
"09-10-2025 00:00","1757462409","","","","","","","","","","0.0005","","","",""
"09-10-2025 00:00","1757462411","","","","","0.007","","","","0.0065","","","","",""
"09-10-2025 00:00","1757462412","","","0.171","","","","","","","","","","0.0005",""
"09-10-2025 00:00","1757462414","","","","","","0.0035","","","","","","","",""
"09-10-2025 00:00","1757462415","0.41","","","","","","","","","","","","",""
"09-11-2025 00:00","1757548805","","","","","","","","","","0.0005","","0.002","",""
"09-11-2025 00:00","1757548806","","","0.1715","","","","0.0005","","","","","","",""
"09-11-2025 00:00","1757548808","","","","","","","","","","","","","","0.0015"
"09-11-2025 00:00","1757548809","","","","","","","","","","","","","0.0005",""
"09-11-2025 00:00","1757548810","","","","","","","","0.0005","","","0.001","","",""
"09-11-2025 00:00","1757548811","0.415","","","","","0.0035","","","","","","","",""
"09-11-2025 00:00","1757548812","","0.109","","","","","","","0.0065","","","","",""
"09-11-2025 00:00","1757548813","","","","","0.007","","","","","","","","",""
"09-11-2025 00:00","1757548814","","","","0.275","","","","","","","","","",""
"09-12-2025 00:00","1757635205","","","","","","","","","","","0.001","","",""
"09-12-2025 00:00","1757635207","","","","","","","","","","0.0005","","","",""
"09-12-2025 00:00","1757635209","","","","","","","","","","","","","0.0005",""
"09-12-2025 00:00","1757635214","","","","0.276","","0.0065","","","","","","","",""
"09-12-2025 00:00","1757635216","0.395","","0.174","","","","","","","","","","",""
"09-12-2025 00:00","1757635218","","","","","","","0.0005","0.001","","","","","",""
"09-12-2025 00:00","1757635220","","","","","","","","","","","","0.002","","0.0015"
"09-12-2025 00:00","1757635223","","0.15","","","","","","","0.0065","","","","",""
"09-12-2025 00:00","1757635227","","","","","0.0045","","","","","","","","",""
"09-13-2025 00:00","1757721603","","","","","","","","","","0.0005","","","",""
"09-13-2025 00:00","1757721605","0.405","","0.1565","","","","","","","","","","",""
"09-13-2025 00:00","1757721608","","","","","","","","","","","","","","0.0015"
"09-13-2025 00:00","1757721609","","","","0.3095","","","","","","","0.001","","",""
"09-13-2025 00:00","1757721610","","","","","","0.006","0.0005","0.001","","","","","",""
"09-13-2025 00:00","1757721611","","","","","0.0055","","","","","","","","",""
"09-13-2025 00:00","1757721612","","0.1325","","","","","","","0.004","","","","0.0005",""
"09-13-2025 00:00","1757721613","","","","","","","","","","","","0.002","",""
"09-14-2025 00:00","1757808003","","","","","","","","0.001","","","","","",""
"09-14-2025 00:00","1757808005","","","","","0.0045","","","","","","","","",""
"09-14-2025 00:00","1757808006","","0.1915","","","","","","","","","","","",""
"09-14-2025 00:00","1757808007","","","0.1515","","","","","","","","","","",""
"09-14-2025 00:00","1757808009","","","","","","","","","","0.0005","","","",""
"09-14-2025 00:00","1757808010","","","","","","0.006","0.0005","","","","","","",""
"09-14-2025 00:00","1757808011","","","","","","","","","","","","","","0.0015"
"09-14-2025 00:00","1757808012","","","","","","","","","","","0.001","","",""
"09-14-2025 00:00","1757808015","0.4","","","","","","","","","","","","",""
"09-14-2025 00:00","1757808017","","","","","","","","","","","","","0.0005",""
"09-14-2025 00:00","1757808018","","","","","","","","","","","","0.002","",""
"09-14-2025 00:00","1757808021","","","","0.262","","","","","0.004","","","","",""
"09-15-2025 00:00","1757894404","","","","","0.004","","","","","","","","",""
"09-15-2025 00:00","1757894405","","","0.1535","0.248","","","","","","","","","",""
"09-15-2025 00:00","1757894408","","","","","","0.007","","","","","","","",""
"09-15-2025 00:00","1757894409","","","","","","","","","0.004","","","","",""
"09-15-2025 00:00","1757894410","","","","","","","","","","","0.001","0.002","",""
"09-15-2025 00:00","1757894411","","","","","","","","","","","","","","0.0015"
"09-15-2025 00:00","1757894412","","","","","","","0.0005","0.001","","","","","",""
"09-15-2025 00:00","1757894413","","0.154","","","","","","","","0.0005","","","0.0005",""
"09-15-2025 00:00","1757894414","0.395","","","","","","","","","","","","",""
"09-16-2025 00:00","1757980805","0.395","","0.1475","","","","","","","","","","",""
"09-16-2025 00:00","1757980806","","","","","","","","","0.004","","","","",""
"09-16-2025 00:00","1757980808","","","","","","","","","","","","0.002","",""
"09-16-2025 00:00","1757980810","","","","","0.004","","","","","","","","",""
"09-16-2025 00:00","1757980811","","0.124","","","","","","","","","","","",""
"09-16-2025 00:00","1757980813","","","","","","","","0.001","","","0.001","","",""
"09-16-2025 00:00","1757980814","","","","","","0.0085","0.0005","","","0.0005","","","0.0005",""
"09-16-2025 00:00","1757980816","","","","0.221","","","","","","","","","",""
"09-16-2025 00:00","1757980819","","","","","","","","","","","","","","0.0015"
"09-17-2025 00:00","1758067202","0.395","","","","","","","","","","","","",""
"09-17-2025 00:00","1758067206","","0.119","","","","0.008","","","","","","","",""
"09-17-2025 00:00","1758067207","","","","","","","","","0.004","","","","",""
"09-17-2025 00:00","1758067209","","","","","","","","","","","","","","0.0015"
"09-17-2025 00:00","1758067211","","","","","","","0.0005","","","0.0005","","","",""
"09-17-2025 00:00","1758067213","","","","0.283","","","","","","","","","",""
"09-17-2025 00:00","1758067217","","","","","","","","","","","","","0.0005",""
"09-17-2025 00:00","1758067218","","","","","0.004","","","","","","","","",""
"09-17-2025 00:00","1758067219","","","","","","","","","","","0.0015","","",""
"09-17-2025 00:00","1758067220","","","0.1485","","","","","","","","","","",""
"09-17-2025 00:00","1758067221","","","","","","","","0.001","","","","0.002","",""
"09-18-2025 00:00","1758153602","0.445","","","","","","","","","0.0005","","","",""
"09-18-2025 00:00","1758153604","","","","","","","","","","","","0.002","",""
"09-18-2025 00:00","1758153605","","","","","","0.006","","0.001","","","","","",""
"09-18-2025 00:00","1758153609","","","","","0.004","","","","","","0.0015","","",""
"09-18-2025 00:00","1758153610","","","","0.2425","","","0.0005","","","","","","","0.0015"
"09-18-2025 00:00","1758153612","","","0.149","","","","","","","","","","",""
"09-18-2025 00:00","1758153613","","","","","","","","","","","","","0.0005",""
"09-18-2025 00:00","1758153614","","0.137","","","","","","","0.004","","","","",""
"09-19-2025 00:00","1758240004","","","","0.2575","","","","","","","","","",""
"09-19-2025 00:00","1758240005","","","","","","","","","0.004","","","","",""
"09-19-2025 00:00","1758240007","","","","","","","","0.001","","","","","",""
"09-19-2025 00:00","1758240010","","","","","","","","","","","","","0.0005",""
"09-19-2025 00:00","1758240011","","","","","","","","","","0.0005","","","",""
"09-19-2025 00:00","1758240012","","","","","","","","","","","","0.002","","0.0015"
"09-19-2025 00:00","1758240013","","0.136","","","0.004","","","","","","","","",""
"09-19-2025 00:00","1758240014","","","0.151","","","","","","","","","","",""
"09-19-2025 00:00","1758240015","0.405","","","","","0.006","0.0005","","","","0.0015","","",""
"09-20-2025 00:00","1758326404","","","","","","","","","0.004","","","","",""
"09-20-2025 00:00","1758326405","","","","0.2225","","","","","","","","","",""
"09-20-2025 00:00","1758326407","","","","","0.004","","","","","","","","0.0005",""
"09-20-2025 00:00","1758326408","","","0.085","","","","","","","","","","","0.0025"
"09-20-2025 00:00","1758326410","","","","","","","","0.001","","0.0005","0.001","","",""
"09-20-2025 00:00","1758326417","","","","","","","0.0005","","","","","","",""
"09-20-2025 00:00","1758326418","","0.1135","","","","0.0065","","","","","","","",""
"09-20-2025 00:00","1758326422","0.425","","","","","","","","","","","0.0015","",""
"09-21-2025 00:00","1758412802","0.465","0.1115","","","","","","","","","","","",""
"09-21-2025 00:00","1758412804","","","","","","0.007","","","0.0025","","","","",""
"09-21-2025 00:00","1758412805","","","","","","","","","","0.0005","","","",""
"09-21-2025 00:00","1758412806","","","","0.223","","","","","","","","0.0005","",""
"09-21-2025 00:00","1758412807","","","","","","","0.0005","0.0005","","","","","",""
"09-21-2025 00:00","1758412808","","","","","0.0015","","","","","","","","",""
"09-21-2025 00:00","1758412810","","","0.073","","","","","","","","","","",""
"09-21-2025 00:00","1758412811","","","","","","","","","","","0.0005","","0.0005","0.0015"
"09-22-2025 00:00","1758499202","","","","","","","0.0005","","0.002","","","","",""
"09-22-2025 00:00","1758499204","","","","","","0.0075","","","","0.0005","","","",""
"09-22-2025 00:00","1758499209","","","0.091","","","","","","","","","","",""
"09-22-2025 00:00","1758499213","","","","","0.003","","","","","","","","",""
"09-22-2025 00:00","1758499214","","0.1235","","","","","","","","","","","",""
"09-22-2025 00:00","1758499216","","","","","","","","","","","","","0.0005",""
"09-22-2025 00:00","1758499217","","","","0.2145","","","","","","","","","","0.0015"
"09-22-2025 00:00","1758499218","0.445","","","","","","","0.0005","","","0.0005","0.0005","",""
"09-23-2025 00:00","1758585602","0.435","","","","","","","0.0005","","","","","",""
"09-23-2025 00:00","1758585605","","","0.078","","0.0035","","","","","","0.0005","","",""
"09-23-2025 00:00","1758585606","","0.1065","","","","","","","","","","","0.0005",""
"09-23-2025 00:00","1758585607","","","","","","","","","0.0025","","","","",""
"09-23-2025 00:00","1758585609","","","","","","","","","","","","0.0005","",""
"09-23-2025 00:00","1758585610","","","","","","0.0075","","","","0.0005","","","",""
"09-23-2025 00:00","1758585611","","","","","","","0.0005","","","","","","","0.0015"
"09-23-2025 00:00","1758585612","","","","0.2145","","","","","","","","","",""
"09-24-2025 00:00","1758672004","","","","","","","","0.0005","","0.0005","","","",""
"09-24-2025 00:00","1758672008","","","","","","","0.0005","","","","","","","0.0015"
"09-24-2025 00:00","1758672011","","","","","","","","","","","","0.0005","",""
"09-24-2025 00:00","1758672012","","","","","","0.009","","","","","0.0005","","",""
"09-24-2025 00:00","1758672014","0.45","","","","","","","","0.0025","","","","",""
"09-24-2025 00:00","1758672015","","","","","","","","","","","","","0.0005",""
"09-24-2025 00:00","1758672016","","","","0.2145","","","","","","","","","",""
"09-24-2025 00:00","1758672017","","0.1065","0.085","","","","","","","","","","",""
"09-24-2025 00:00","1758672018","","","","","0.007","","","","","","","","",""
"09-25-2025 00:00","1758758404","","","","","0.005","","","","","","0.0005","","",""
"09-25-2025 00:00","1758758405","","0.1065","","0.153","","","","0.0005","","0.0005","","","",""
"09-25-2025 00:00","1758758406","0.44","","","","","","","","","","","","0.0005","0.0015"
"09-25-2025 00:00","1758758408","","","","","","0.012","0.0005","","0.0025","","","0.0005","",""
"09-25-2025 00:00","1758758409","","","0.082","","","","","","","","","","",""
"09-26-2025 00:00","1758844804","","","","","","","","","0.004","","","","",""
"09-26-2025 00:00","1758844807","","","","0.147","0.004","","","","","","","","","0.0015"
"09-26-2025 00:00","1758844808","","0.105","0.085","","","","","0.0005","","","","","",""
"09-26-2025 00:00","1758844809","","","","","","","","","","","0.0005","","",""
"09-26-2025 00:00","1758844810","0.435","","","","","","","","","","","","0.0005",""
"09-26-2025 00:00","1758844813","","","","","","","","","","","","0.0005","",""
"09-26-2025 00:00","1758844814","","","","","","0.012","0.0005","","","","","","",""
"09-26-2025 00:00","1758844815","","","","","","","","","","0.0005","","","",""
"09-27-2025 00:00","1758931203","","","0.089","","","","","","","","","","",""
"09-27-2025 00:00","1758931205","","","","","","","","","","","","0.0005","",""
"09-27-2025 00:00","1758931206","","0.1065","","","0.0035","","","","","","","","0.0005",""
"09-27-2025 00:00","1758931207","","","","0.147","","0.012","","0.0005","","0.0005","","","",""
"09-27-2025 00:00","1758931208","0.435","","","","","","","","","","","","",""
"09-27-2025 00:00","1758931209","","","","","","","0.0005","","","","","","",""
"09-27-2025 00:00","1758931210","","","","","","","","","0.0035","","","","","0.0015"
"09-27-2025 00:00","1758931211","","","","","","","","","","","0.0005","","",""
"09-28-2025 00:00","1759017603","","0.1065","","","","","","","","","","","",""
"09-28-2025 00:00","1759017606","","","","","","","","0.0005","","","","","",""
"09-28-2025 00:00","1759017607","","","","","","0.0125","","","","","0.0005","","","0.0015"
"09-28-2025 00:00","1759017608","","","0.0875","","","","","","0.0035","","","","",""
"09-28-2025 00:00","1759017610","","","","","","","","","","0.0005","","","",""
"09-28-2025 00:00","1759017611","","","","0.148","","","","","","","","","",""
"09-28-2025 00:00","1759017612","0.435","","","","","","","","","","","0.0005","0.0005",""
"09-28-2025 00:00","1759017613","","","","","0.0035","","","","","","","","",""
"09-28-2025 00:00","1759017615","","","","","","","0.0005","","","","","","",""
"09-29-2025 00:00","1759104003","","","0.088","","","0.0125","","0.0005","","","","","",""
"09-29-2025 00:00","1759104005","","","","","","","","","","","","","0.0005","0.0015"
"09-29-2025 00:00","1759104006","","0.107","","","","","","","","","0.0005","0.0005","",""
"09-29-2025 00:00","1759104007","0.44","","","","","","","","0.0035","","","","",""
"09-29-2025 00:00","1759104008","","","","","0.0035","","0.0005","","","0.0005","","","",""
"09-29-2025 00:00","1759104009","","","","0.1425","","","","","","","","","",""
"09-30-2025 00:00","1759190402","","","","","","","","","","","","0.0005","",""
"09-30-2025 00:00","1759190403","","","","","","","","","","","","","","0.001"
"09-30-2025 00:00","1759190405","","","","0.1315","","0.012","","","0.0035","0.0005","","","0.0005",""
"09-30-2025 00:00","1759190406","","","","","","","","0.0005","","","","","",""
"09-30-2025 00:00","1759190407","0.445","","","","","","","","","","","","",""
"09-30-2025 00:00","1759190408","","","","","0.0035","","","","","","","","",""
"09-30-2025 00:00","1759190409","","","0.0875","","","","","","","","","","",""
"09-30-2025 00:00","1759190410","","0.1075","","","","","","","","","","","",""
"09-30-2025 00:00","1759190411","","","","","","","","","","","0.0005","","",""
"09-30-2025 00:00","1759190412","","","","","","","0.0005","","","","","","",""
"10-01-2025 00:00","1759276802","","","","","","","","","","0.0005","","","",""
"10-01-2025 00:00","1759276804","","","","","0.0035","","0.0005","","","","","","",""
"10-01-2025 00:00","1759276805","","","","","","","","","0.0035","","","","",""
"10-01-2025 00:00","1759276806","","","","","","","","","","","0.0005","","",""
"10-01-2025 00:00","1759276807","","","","","","","","","","","","0.0005","0.0005",""
"10-01-2025 00:00","1759276808","0.445","0.0965","","","","","","","","","","","",""
"10-01-2025 00:00","1759276809","","","","0.0915","","0.0125","","0.0005","","","","","",""
"10-01-2025 00:00","1759276810","","","0.0815","","","","","","","","","","","0.001"
"10-02-2025 00:00","1759363202","","","","0.108","","","","","","","","","",""
"10-02-2025 00:00","1759363203","","","","","","","","","","","","","0.0005",""
"10-02-2025 00:00","1759363205","","","","","0.003","","","","","","","","",""
"10-02-2025 00:00","1759363206","","0.1075","","","","0.012","","","","0.0005","","","","0.0005"
"10-02-2025 00:00","1759363208","","","","","","","","0.0005","","","0.037","0.0005","",""
"10-02-2025 00:00","1759363209","0.455","","0.0945","","","","0.0015","","0.003","","","","",""
"10-03-2025 00:00","1759449602","","","","","","","0.0015","","0.0035","","","","",""
"10-03-2025 00:00","1759449603","","","","","","","","","","","0.036","","",""
"10-03-2025 00:00","1759449604","","","","","","","","","","0.0005","","","",""
"10-03-2025 00:00","1759449605","","","","","","","","","","","","0.0005","",""
"10-03-2025 00:00","1759449606","","","","","","","","","","","","","0.0005",""
"10-03-2025 00:00","1759449608","","","0.079","","","","","0.0005","","","","","",""
"10-03-2025 00:00","1759449609","0.48","0.0995","","","0.0035","","","","","","","","","0.0005"
"10-03-2025 00:00","1759449610","","","","0.118","","","","","","","","","",""
"10-03-2025 00:00","1759449611","","","","","","0.0125","","","","","","","",""
"10-04-2025 00:00","1759536003","","","","","","0.0125","","","","","","","",""
"10-04-2025 00:00","1759536004","","","","","","","","","","","","","","0.0005"
"10-04-2025 00:00","1759536005","","","","","","","","","0.0035","","","","",""
"10-04-2025 00:00","1759536006","","0.1005","","","","","","","","0.0005","","","",""
"10-04-2025 00:00","1759536007","","","","","0.0035","","","","","","","","",""
"10-04-2025 00:00","1759536008","","","","","","","0.0015","0.0005","","","","","",""
"10-04-2025 00:00","1759536009","","","","","","","","","","","","0.0005","",""
"10-04-2025 00:00","1759536010","0.48","","0.0875","0.1205","","","","","","","0.0375","","",""
"10-04-2025 00:00","1759536011","","","","","","","","","","","","","0.0005",""
"10-05-2025 00:00","1759622403","","","","0.116","","","","","","","","","",""
"10-05-2025 00:00","1759622404","","","","","","","","","0.003","","","0.0005","",""
"10-05-2025 00:00","1759622405","0.49","","0.0925","","","","","","","","","","",""
"10-05-2025 00:00","1759622406","","","","","","","","","","","0.0175","","",""
"10-05-2025 00:00","1759622407","","0.0975","","","","0.0125","","0.0005","","0.0005","","","0.0005",""
"10-05-2025 00:00","1759622408","","","","","0.0035","","0.0015","","","","","","","0.0005"
"10-06-2025 00:00","1759708802","","","","","","","","","","","","","","0.0005"
"10-06-2025 00:00","1759708804","0.495","","","","","","","","","","0.0185","","",""
"10-06-2025 00:00","1759708805","","0.098","","0.162","","0.025","","0.0005","0.0035","","","","",""
"10-06-2025 00:00","1759708806","","","","","","","","","","0.0005","","","",""
"10-06-2025 00:00","1759708807","","","0.0925","","0.0035","","","","","","","","",""
"10-06-2025 00:00","1759708808","","","","","","","0.001","","","","","","0.0005",""
"10-06-2025 00:00","1759708809","","","","","","","","","","","","0.0005","",""
"10-07-2025 00:00","1759795202","0.53","","","","","","","","","","","","",""
"10-07-2025 00:00","1759795203","","","","","","","","","","","","0.0005","",""
"10-07-2025 00:00","1759795204","","","","","","","0.001","","","0.0005","","","",""
"10-07-2025 00:00","1759795205","","","","","","0.025","","","0.0035","","0.0155","","",""
"10-07-2025 00:00","1759795206","","","","","","","","","","","","","","0.0005"
"10-07-2025 00:00","1759795207","","","","","0.0035","","","","","","","","",""
"10-07-2025 00:00","1759795208","","","","0.22","","","","","","","","","0.0005",""
"10-07-2025 00:00","1759795210","","0.0975","0.0935","","","","","","","","","","",""
"10-07-2025 00:00","1759795212","","","","","","","","0.0005","","","","","",""
"10-08-2025 00:00","1759881603","","","","","","","","","","","","","0.0005",""
"10-08-2025 00:00","1759881604","","","","","","","","","0.003","","","","",""
"10-08-2025 00:00","1759881605","0.535","","","","","","","","","","","","",""
"10-08-2025 00:00","1759881608","","","","","0.0035","","","","","","","","",""
"10-08-2025 00:00","1759881610","","0.1065","","","","0.025","","","","","","","","0.0005"
"10-08-2025 00:00","1759881611","","","","","","","","","","","0.018","","",""
"10-08-2025 00:00","1759881613","","","0.0935","0.193","","","0.001","0.0005","","0.0005","","0.0005","",""
"10-09-2025 00:00","1759968003","","","","","","","","","","","","0.0005","",""
"10-09-2025 00:00","1759968005","","0.1065","","","","","","","","","","","",""
"10-09-2025 00:00","1759968006","","","","","","","","","","0.0005","","","",""
"10-09-2025 00:00","1759968008","","","","0.151","","","","","","","","","0.0005",""
